Batch,Enrolment Type,Grade, School,Phone,Parent Email,Booked Time,Attendance
"fREADom Trial - Grades 3, 4  [I] 11:45am - Wednesday, April 22, 2020",Trial,Grade 3,CCA GURGAON,911100221945,s2m_test_20958@tests2m.com,22-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Thursday, April 23, 2020",Duplicate - Trial,Grade 3,CCA GURGAON,911100221945,s2m_test_20958@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Swarnim International School,911100222757,s2m_test_21776@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,DPS Megacity,911100222758,s2m_test_21777@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 2,DPS Megacity,911100222758,s2m_test_21777@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,DPS Howrah,911100222759,s2m_test_21778@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,CMS Gomti Nagar,911100222760,s2m_test_21779@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Mahatma Montessori School,911100222761,s2m_test_21780@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,DPS Howrah,911100222762,s2m_test_21781@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,MWS Barnala,911100221625,s2m_test_20628@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Sishya school,911100221831,s2m_test_20845@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Sri Sri Academy,911100221892,s2m_test_20907@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 3,Rishit Roy,911100221211,s2m_test_20213@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,Parvathy's Anugrahaa,911100221926,s2m_test_20939@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Kumarans,911100221928,s2m_test_20941@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,S N K,911100221840,s2m_test_20854@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Dps Dwarka,911100221943,s2m_test_20956@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,City montessory school,911100222061,s2m_test_21070@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,New Era Public School,911100222062,s2m_test_21071@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,NSN matriculation,911100222060,s2m_test_21069@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,Kle School Gadag CBSE,911100222059,s2m_test_21068@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Dps south,911100222058,s2m_test_21067@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Green wood high schools,911100222055,s2m_test_21065@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Sri Aurobindo international school,911100222054,s2m_test_21064@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,DPS Bangalore South,911100222063,s2m_test_21072@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,Dps Megacity,911100222053,s2m_test_21063@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Mahatma CBSE,911100222051,s2m_test_21061@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Sri Aurobindo International School,911100222052,s2m_test_21062@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Sky World,911100222050,s2m_test_21060@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,Delhi Public School,911100221935,s2m_test_20948@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,SBOA SCHOOL AND JUNIOR COLLEGE,911100222049,s2m_test_21059@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,Indus Valley World School,911100222048,s2m_test_21058@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Sri sri Ravi Shankar Vidya Mandir,911100222064,s2m_test_21073@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 4,Amrit Vidhyalaya,911100222044,s2m_test_21054@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Srcs,911100222043,s2m_test_21053@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Ssrvm school,911100222042,s2m_test_21052@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Kothari International School,911100222037,s2m_test_21047@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Delhi Public School - North,911100222033,s2m_test_21043@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,St.peter high school,911100222028,s2m_test_21038@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Krs,911100222026,s2m_test_21036@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Dpe,911100222024,s2m_test_21034@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 2,St Joseph's ,911100221916,s2m_test_20948@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Delhi public school howrah,911100221929,s2m_test_20942@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Sacred heart convent school,911100221932,s2m_test_20945@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Sri Aurobindo international school,911100222069,s2m_test_21078@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 1,Kumarans,911100221928,s2m_test_20941@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,B.D.M.I,911100222067,s2m_test_21075@tests2m.com,22-04-2020 18:00:00,Cancelled
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 2,Kle,911100221882,s2m_test_20896@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,N.S.N Matriculation Higher Secondary School,911100221946,s2m_test_20959@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,The Sri Ram Universal School,911100221948,s2m_test_20961@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Army Public School,911100221950,s2m_test_20963@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,City Montessori School,911100221953,s2m_test_20966@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 2,N.S.N Matriculation Higher Secondary School,911100221946,s2m_test_20959@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Akshar,911100221954,s2m_test_20967@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Delhi public school Bangalore south,911100221955,s2m_test_20968@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,B.D.M. International,911100221956,s2m_test_20969@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Aakruthi techno school,911100221957,s2m_test_20970@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Golden Gates,911100221958,s2m_test_20971@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Jain Public School,911100221960,s2m_test_20973@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 4, Golden gates,911100222763,s2m_test_20971@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,Explorica premium ( Paramita school),911100221964,s2m_test_20977@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Rankers e techno,911100221965,s2m_test_20978@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Kamala Niketan Montessori School,911100221968,s2m_test_20050@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,MSB Pune,911100221974,s2m_test_20986@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Rankers & aakruthi school,911100221975,s2m_test_20987@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Sri aurobido international School,911100221976,s2m_test_20988@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,KNMS,911100221978,s2m_test_20990@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,Kamala Niketan School,911100221979,s2m_test_20991@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,GTAVM,911100221855,s2m_test_20869@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,City Montessori school,911100221877,s2m_test_20891@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 4,SBOA SCHOOL AND JUNIOR COLLEGE,911100222057,s2m_test_21059@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,KLE SCHOOL ANKALI,911100221880,s2m_test_20894@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Sri Sri Academy,911100221893,s2m_test_20908@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Delhi Public School- Bangalore South,911100221895,s2m_test_21782@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,Kothari international,911100222078,s2m_test_21087@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,The cross word school,911100222032,s2m_test_21042@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 4,Aholong Jessie Anar,911100221178,s2m_test_20179@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,Sri Kumarans Children Home,911100221903,s2m_test_20917@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Duplicate - Trial,Grade 4,Ps senior secondary school,911100221817,s2m_test_20829@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Paramitha,911100222079,s2m_test_21088@tests2m.com,22-04-2020 18:00:00,Absent
"fREADom Trial - Grades 1,2 [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,KPS Ghamaria,911100221940,s2m_test_20953@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Delhi Public School,911100222071,s2m_test_21080@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Tashi choden,911100221343,s2m_test_20345@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 1,Delhi public school Electronic City,911100222074,s2m_test_21083@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,DPS,911100222080,s2m_test_21089@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 1,2 [III] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 2,Edify  school,911100222070,s2m_test_21079@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [II] 06:00pm - Wednesday, April 22, 2020",Trial,Grade 3,KLE English Medium School,911100222764,s2m_test_21783@tests2m.com,22-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 4,Rankers e techno school,911100222765,s2m_test_21009@tests2m.com,23-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 3,DPS MEGACITY,911100222023,s2m_test_21033@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 3,Kle school,911100222015,s2m_test_21025@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 3,Amrit Vidhyalaya,911100222022,s2m_test_21032@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [I] 11:45am - Thursday, April 23, 2020",Duplicate - Trial,Grade 4,Explorica premium ( Paramita school),911100221983,s2m_test_20977@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 2,Sri Sri Academy,911100221991,s2m_test_21002@tests2m.com,23-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 2,SKPS,911100221992,s2m_test_21003@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Duplicate - Trial,Grade 1,DPS Panvel,911100221891,s2m_test_20906@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 1,The millennium school,911100222003,s2m_test_21013@tests2m.com,23-04-2020 11:45:00,Absent
"fREADom Trial - Grades 3, 4  [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 4,NSN Memorial School,911100222007,s2m_test_21784@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 1,NSN matriculation higher secondary school,911100222096,s2m_test_21106@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 2,KIE,911100222095,s2m_test_21105@tests2m.com,23-04-2020 11:45:00,Absent
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 2,Kle school manjunath nagar,911100222011,s2m_test_21021@tests2m.com,23-04-2020 11:45:00,Presnt
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 1,St. Paul School,911100221988,s2m_test_20999@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 1,Delhi public school - Ecity,911100222085,s2m_test_21093@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 1,Sri Sri Academy,911100222021,s2m_test_21098@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Thursday, April 23, 2020",Trial,Grade 2,Rmk senior  secondary school,911100222086,s2m_test_21094@tests2m.com,23-04-2020 18:00:00,
"fREADom Trial Class - Grades 1, 2 [I] 06:00pm - Thursday, April 23, 2020",Trial,Grade 2,KRS,911100222099,s2m_test_21109@tests2m.com,23-04-2020 18:00:00,
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Thursday, April 23, 2020",Trial,Grade 3,Mahavir institute of education and research,911100222017,s2m_test_21027@tests2m.com,23-04-2020 18:00:00,Absent
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Thursday, April 23, 2020",Trial,Grade 3,SBOAJC,911100222018,s2m_test_21028@tests2m.com,23-04-2020 18:00:00,Present
"fREADom Trial - Grades 3, 4  [I] 06:00pm - Thursday, April 23, 2020",Trial,Grade 3,Sboa school and jc,911100222019,s2m_test_21785@tests2m.com,23-04-2020 18:00:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 2,SAIS,911100222012,s2m_test_21022@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 1,Vedanta Academy,911100222014,s2m_test_21024@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial Class - Grades 1, 2 [I] 11:45am - Thursday, April 23, 2020",Trial,Grade 1,Sri Sri Academy,911100222020,s2m_test_21030@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Thursday, April 23, 2020",Trial,Grade 4,Amritvidhiyalay,911100222120,s2m_test_21131@tests2m.com,23-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Thursday, April 23, 2020",Trial,Grade 2,Millenum world school,911100222119,s2m_test_21131@tests2m.com,23-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Thursday, April 23, 2020",Trial,Grade 2,Kamala niketan Montessori CBSE school,911100221243,s2m_test_20244@tests2m.com,23-04-2020 11:45:00,Absent
"fREADom Trial - Grades 1,2 [II] 11:45am - Thursday, April 23, 2020",Trial,Grade 2,ABC,911100222117,s2m_test_21128@tests2m.com,23-04-2020 11:45:00,Present
"fREADom Trial - Grades 3, 4  [II] 11:45am - Thursday, April 23, 2020",Trial,Grade 3,Sri Sri Ravishankar Vidya Mandir,911100222100,s2m_test_21110@tests2m.com,23-04-2020 11:45:00,Present
